Palabra	Cantidad Review Pos	Cantidad Review Neg
evicting	1	1
traps	19	30
ungrateful	3	6
funicello	0	1
stormare	5	6
syringes	0	1
demian	1	3
ziering	0	10
bruckheimer	17	17
getaway	11	14
levels	140	89
underpinning	2	0
dismantling	2	3
charger	1	6
prescott	3	3
brining	1	2
nikolaj	5	1
nikolai	4	3
mensch	1	1
organisations	4	2
swanky	1	2
calson	0	6
guarding	7	0
mutilates	1	0
servitude	4	1
blond	31	66
cleverness	12	11
sell	101	129
sharps	2	1
antagonizes	1	1
tarnish	3	3
minstrels	0	2
self	569	612
mian	0	3
heterosexual	13	11
also	5543	3603
recognizing	11	9
swordsmen	2	1
conscription	1	0
mias	0	4
sharpe	4	7
lunges	0	1
brendon	3	2
singles	8	13
sollace	0	3
singlet	0	1
raucous	11	2
virus	49	89
cannell	1	2
singled	2	7
understands	49	21
dumroo	0	5
omaha	3	3
arson	7	1
seize	5	2
sometimes	746	470
stoning	3	0
barred	10	7
bullseye	4	1
barren	10	12
barrel	12	56
amusements	0	1
bulletin	4	2
wording	1	1
ambiguities	7	1
ugh	4	47
traumatizing	1	1
carley	2	0
crowbar	1	1
blended	18	9
accommodations	1	2
colorized	4	4
naomi	11	5
overwhelmed	28	7
blender	1	8
wraps	16	11
streetlights	2	1
gooey	2	9
cassette	5	6
snobbish	11	6
scarman	4	1
indifference	18	14
columns	4	5
lombard	25	8
ingram	14	0
secular	8	10
sunny	40	37
informants	2	0
yeager	5	1
remedy	3	5
schemer	1	2
compass	3	11
damnit	1	1
yutte	0	1
distraction	22	29
topher	10	0
devoured	6	7
sects	1	3
pleasures	24	13
seperated	1	0
tanked	1	5
sojourn	2	1
caramel	1	2
exercise	44	84
tanker	1	5
roundhouse	2	1
rumored	10	6
insane	103	136
delicately	11	2
bozo	2	6
activists	11	4
administrator	2	2
collectively	11	5
callahan	34	1
overboard	18	35
bozz	22	2
analog	2	8
shower	56	101
deactivate	2	1
unrealized	3	2
hollyweird	1	2
storyboarded	0	1
hauteur	0	1
thrive	8	0
goggins	0	1
narnia	4	6
sparsely	2	2
enormity	2	1
lovejoy	3	2
untouched	11	9
condoned	1	0
empowering	3	0
lass	4	4
last	1539	1386
sheldon	7	2
manhattanites	0	1
henley	1	2
connection	122	134
unthinking	2	3
retarded	40	121
lash	1	0
huggers	0	1
rinky	0	1
onofrio	2	3
bell	50	62
acted	332	323
selden	3	0
adaptation	238	207
seldes	0	2
contemporaneous	3	1
belt	30	36
lender	3	0
warfield	7	0
originators	3	0
unarguably	3	0
satire	134	124
imperfections	5	4
geoffrey	30	11
proprietor	8	3
extravagant	22	3
hardison	0	1
formations	0	1
faulkner	3	3
patrolled	1	0
gloating	0	1
combatants	4	3
nri	1	3
counselling	3	1
niles	0	1
infect	3	5
nra	3	2
adaptable	1	2
fritz	37	7
awake	22	81
despite	729	635
frits	8	2
struck	75	53
presses	4	3
exponential	0	2
caged	14	10
expanded	21	14
budget	647	1174
shirou	2	0
admire	68	54
presentational	0	4
rober	1	1
cagey	3	2
pressed	19	29
frighteners	0	1
olmos	5	0
cages	4	9
brawny	2	0
trinkets	2	0
agitation	1	1
vol	10	3
averaging	1	1
von	143	41
binding	8	2
xiao	8	2
vow	6	3
bbfc	2	1
cuisine	1	4
constricted	0	1
rasta	0	3
jurado	0	4
yeti	37	37
captioned	3	1
overdubs	1	3
flooded	2	7
fleischer	12	6
wunderkind	0	3
vargas	14	32
climb	37	18
infamous	79	69
simons	1	1
depressant	1	0
raters	1	3
hubristic	0	2
knb	0	3
cronenberg	6	7
belen	1	2
scoffs	1	0
copes	3	1
dieting	4	0
suneil	0	1
soaked	17	7
salvo	1	0
politely	8	9
examinations	0	1
cheddar	0	1
thaddeus	1	2
hercules	5	9
crackles	3	1
blizzard	1	1
cuffs	0	2
reap	4	1
rangers	10	73
resemblances	6	2
parents	450	308
depravity	11	13
comprehensible	4	5
eery	3	0
indonesian	4	3
dysfunctions	1	0
emergency	10	16
dramatisations	6	0
couple	816	900
bureaucrat	6	5
emanating	5	1
wives	51	54
scavenger	0	6
abound	20	30
colonials	3	1
emergence	13	4
abduct	2	3
nicholls	3	1
workmates	0	1
thurman	26	33
marquee	6	6
spine	43	18
chorus	46	53
individuals	79	47
bogie	9	2
marquez	6	1
tribes	10	13
explainable	3	2
turvy	2	0
alexandre	51	14
spins	15	7
crescendo	6	6
methods	51	33
goddamn	2	7
unsubstantial	0	2
bounce	11	13
bouncy	8	5
greener	6	5
underbelly	16	5
sharma	16	3
microbes	1	2
jouvet	7	0
firecracker	1	2
thrower	1	4
potentate	0	1
behave	28	66
whodunit	15	10
blindpassasjer	4	0
seclusion	3	1
inserting	6	12
gremlin	1	4
masterstroke	1	0
jovovich	0	2
obscures	1	0
moodysson	0	1
pietro	1	1
dissonance	2	0
concealed	4	9
boneheaded	2	2
obscured	5	6
dirtier	4	3
nauseated	0	3
cranked	6	9
deserved	174	107
simplify	0	2
wrinkles	4	4
melbourne	35	5
deserves	314	239
scraggly	2	5
effigy	0	1
mumble	0	7
wrinkled	7	3
gallagher	5	8
canning	2	1
marenghi	1	0
supermans	0	3
fern	0	1
terrorists	28	61
disturbingly	7	6
unredeemable	1	6
middleton	6	5
controversies	3	3
contributor	3	2
cho	1	4
chirping	3	2
katie	25	15
uncertainties	3	0
bauraki	0	5
span	26	34
harnessed	2	0
tasting	2	7
sock	4	21
gases	1	3
spaz	1	2
atheists	2	4
spar	2	0
yamamura	2	0
spat	4	7
debbie	21	33
serendipity	4	3
fragmented	8	12
atlantis	58	51
jacks	2	6
hawaiian	9	9
jacky	4	2
barman	23	11
atlantic	23	21
carping	1	3
screwballs	2	0
jacko	2	0
hyping	0	5
considerable	59	37
intestines	3	30
fades	13	31
charmed	13	6
erich	7	5
inhumane	5	4
testaments	2	0
astronomer	1	1
erica	8	12
maturity	32	6
hieroglyphs	1	0
charmer	8	3
ramgopal	0	8
sudbury	1	0
awestruck	8	1
chad	10	15
chai	4	0
influence	142	69
haunt	31	16
chal	0	2
char	7	3
bobbed	0	1
chap	10	4
diverse	40	14
hagiography	2	2
chat	20	16
surveying	0	3
chaz	0	1
neilsen	2	2
spearing	1	0
intrepid	5	5
puzzling	16	18
conjure	12	7
hitchhiking	4	1
reissues	1	1
uranium	2	3
conceptions	7	0
bacharach	3	1
deerhunter	3	1
heebie	1	1
revision	2	1
capitalizing	0	3
oblige	1	1
gardenia	14	0
aussies	5	1
keusch	0	6
bianca	7	1
mckidd	0	5
suppression	5	2
bianco	4	1
lang	46	9
lane	82	84
land	191	169
lana	17	10
maradona	21	0
geraldine	21	5
purged	1	0
creasy	49	3
trifunovic	1	0
parolee	1	0
amish	0	5
dawning	3	2
splashing	3	4
totem	0	4
broader	15	3
amiss	2	1
flashback	87	89
franklyn	0	1
detectives	30	35
amalgamation	5	1
turkish	28	19
horsing	2	0
contours	1	1
dickinson	33	5
carelessly	9	5
smeaton	2	0
resources	42	46
consuela	1	0
boatload	4	1
aatish	4	0
giombini	0	1
consuelo	0	3
waded	0	1
traumatised	3	3
malefique	8	1
decorating	2	3
squirt	3	1
yevgeni	2	0
dicken	7	0
detested	0	1
harbor	21	17
landmines	0	1
f	158	344
lombardi	4	0
damning	8	4
inelegant	0	3
mistry	3	1
disheveled	6	4
leonardo	16	9
maclachlan	3	3
cannibals	10	29
mishap	3	7
unprofitable	1	0
crook	23	9
video	669	1034
haiku	1	10
dynamics	39	14
tempted	23	45
cannibale	0	1
victor	154	80
cinematographic	21	16
sweats	3	4
waning	5	4
multimedia	4	2
sweaty	12	9
henceforth	3	6
turnaround	2	0
schmid	20	1
flowing	24	17
charade	5	9
harassing	2	7
cukor	10	12
baretta	1	4
bhaiyyaji	0	8
squirming	0	8
fifteen	46	81
bakersfield	8	0
ould	5	0
unwittingly	13	14
rehabilitation	5	3
mussed	1	2
uncivilized	0	2
survey	7	6
derby	1	1
makes	2387	1812
maker	74	91
thats	122	219
tromeo	0	1
panicked	5	3
riva	4	0
dormitory	4	3
rivi	3	0
tulkinghorn	4	0
tronje	9	0
dumbest	7	45
desiring	3	3
confidence	63	32
mendoza	1	1
gregor	2	2
snacks	5	3
frownland	4	2
next	848	853
eleven	47	17
assuring	2	1
tahoe	5	1
forewarning	0	1
yugoslavian	3	1
baba	1	11
pencil	9	9
babe	50	47
undeclared	2	1
babs	6	4
babu	8	3
baby	348	343
antichrist	1	19
documentarian	3	5
customer	8	5
integrating	4	1
clients	9	11
unknowns	8	14
juxtaposing	6	3
retell	2	1
choi	13	0
stroboscopic	0	1
nieztsche	4	0
scatter	4	2
umberto	7	1
wedge	4	3
painstakingly	9	5
process	161	137
lock	35	42
billboards	9	6
rode	12	3
loco	0	2
promotional	10	18
nears	3	2
rods	3	0
bolstered	0	2
engagingly	5	0
educational	47	34
paled	0	1
pettyjohn	0	4
tightrope	3	0
procured	3	0
bilingual	2	0
hormones	3	8
comedy	1716	1487
intelligent	324	210
clasping	2	0
pales	7	11
chou	11	9
hellraiser	11	7
locusts	4	1
underway	5	6
paintball	2	7
terrors	7	5
unoriginal	9	74
soliti	4	0
upstate	6	5
realized	152	165
democracy	18	15
manpower	1	0
deranged	38	39
awkwardness	11	5
mjh	3	7
robot	112	105
realizes	139	60
clumsiness	4	1
pardo	1	1
houston	20	8
evolutionary	1	3
thigh	4	3
mute	15	38
reve	15	7
insight	103	82
naish	1	4
directv	3	2
spatula	9	1
directs	69	34
mutt	6	4
yamaguchi	1	2
volte	2	0
perfect	1223	356
byline	0	2
jetsons	0	1
meantime	29	24
thieves	32	24
semple	1	1
stalled	1	4
derivative	14	46
sabotaging	0	5
physicians	1	2
prosper	6	0
bromfield	4	2
snaky	1	0
overal	2	1
seawater	1	1
snake	34	75
clownhouse	1	0
inducing	26	57
realize	324	329
damian	9	4
autistic	8	19
ruefully	1	0
scenic	18	9
malaga	0	1
peking	3	3
denzel	97	44
shortage	8	7
badman	1	0
quixote	2	1
taxed	0	1
glasses	32	48
homogeneous	1	0
suitors	5	10
bump	10	17
bums	7	10
alejandro	15	6
books	276	226
agoraphobic	2	0
bigfoot	5	34
witness	127	80
makoto	1	0
matrix	79	118
limousines	0	2
rigging	3	1
boutique	1	1
mccullers	0	1
summersisle	0	11
frowns	1	0
unprepared	3	7
incompetence	8	26
burke	24	36
critiquing	2	2
unwieldy	1	1
inferiority	2	7
greedy	46	45
leukemia	5	3
convolutions	1	4
disintegrating	5	0
pothead	1	2
forwarded	2	14
stalinism	1	1
glistening	1	0
mainland	14	5
prepare	33	44
gallons	4	6
could	3228	4676
messaging	5	1
fujiko	4	2
chilly	8	9
length	196	138
stalinist	1	0
repeats	20	27
relays	5	3
motorbikes	3	1
matthias	6	2
vickers	1	1
scene	2546	2799
soothing	3	5
khans	1	2
affliction	2	5
scent	5	6
pinsent	0	1
erstwhile	5	5
festival	234	159
lumet	86	14
tibbett	0	1
sergeant	40	23
teorema	1	0
heartrending	7	1
structural	7	3
scullery	1	2
radium	17	2
foretelling	1	4
interests	50	31
enforcement	14	11
vigorous	9	1
quarry	3	9
duologue	2	1
devoutly	2	1
pressurized	0	1
murdstone	1	4
chong	34	18
incongruities	0	2
fatboy	2	0
orchestrates	2	1
azteca	1	8
egregious	2	10
roulette	5	5
gaya	0	2
commandant	3	1
gentile	3	2
gaye	2	0
orchestrated	10	8
daydreams	5	1
gays	11	25
collette	42	14
twos	2	0
faulted	3	4
false	84	109
shrinks	2	6
chivalrous	4	0
loulou	7	0
tonight	52	42
ponders	0	2
richman	2	0
claustrophobically	2	1
cecil	38	23
domestication	4	1
mountainous	5	2
dishes	9	9
uncalled	1	5
sinatra	206	39
bakshi	114	16
pricking	1	0
worldwide	22	13
manor	8	22
manos	0	30
brechtian	1	0
petals	4	0
scabrous	0	1
cipher	1	7
manon	1	1
manoj	12	6
sodomizes	1	2
placement	12	28
pressured	4	5
wuthering	7	5
bleaker	2	0
bree	2	1
bred	7	7
thanksgiving	7	10
brea	1	0
deadpan	20	16
perceiving	0	2
sodomized	2	3
undersea	2	4
brew	6	6
bret	12	10
ackerman	0	3
sorter	4	3
scotts	3	0
rainbows	0	5
harel	5	1
scotty	5	7
greenhouse	4	10
cardos	4	1
sbord	1	0
nominally	1	2
taps	6	7
jax	0	2
jay	82	75
jaw	47	43
jar	18	30
jap	2	2
jaq	5	3
terminal	7	18
entities	4	0
bombings	8	2
tape	130	98
zandt	5	1
jai	1	17
riding	91	64
jab	7	5
okinawan	1	0
jaa	0	3
gnaws	2	0
abba	2	0
undivided	1	2
prohibition	11	4
molasses	0	10
ananda	0	1
sinus	2	3
wring	3	5
styrofoam	3	7
abby	25	3
fews	1	2
saboteurs	3	0
rapper	3	17
comprising	3	4
taxes	9	7
epically	1	4
vying	3	6
stuff	475	664
ohio	15	12
rapped	0	3
skimpy	9	22
exude	2	0
guessing	84	67
djalili	1	1
allusion	7	5
frame	143	102
flattering	6	7
alessandro	1	1
skateboarding	4	1
deconstructs	3	0
sontee	0	8
caligari	8	4
prised	2	0
dungeon	5	18
mcgrath	10	1
destiny	74	27
insulting	18	107
nuclear	45	84
posse	5	13
thermonuclear	1	3
thoughtlessness	2	2
misspelled	1	0
melrose	8	2
smelled	1	1
sensuousness	1	0
buchholz	1	1
nesmith	1	0
preminger	58	15
kunal	0	5
mccarey	1	1
ifans	0	8
dickenson	2	2
refuting	0	3
ns	1	1
improbabilities	4	3
staring	34	59
marty	56	34
hammy	24	46
antisemitic	0	1
blandick	3	0
marts	0	1
campier	1	0
marti	0	4
doorway	18	5
bristol	8	4
marta	4	0
marte	4	1
toulon	1	2
boyer	49	17
unearthing	2	1
vadas	5	0
garfunkel	0	2
conclude	26	43
roughed	2	4
indict	1	0
hakuna	9	3
stylistically	15	9
undergraduate	4	3
rougher	2	2
falseness	2	1
mailman	2	5
heyerdahl	7	0
catholicism	3	4
genetic	13	26
entitle	1	0
feather	13	6
incongruent	0	2
preteens	1	1
sheepish	0	1
commutes	3	0
attest	9	1
marita	2	0
coherence	8	19
misguide	0	3
hateful	21	32
coherency	2	11
zarchi	0	4
altruism	0	1
banish	0	2
moocow	0	10
cvs	0	3
fornicate	0	2
greco	0	3
eaton	3	1
hahaha	3	10
klowns	0	6
uggh	1	1
stuffing	4	5
quaien	5	0
contagion	1	1
lascivious	6	7
macedonia	2	1
impervious	2	4
ransom	9	20
tattoo	9	13
ostentatious	1	2
denial	24	14
bolder	1	1
pauly	3	11
subtitling	1	3
paulo	11	4
painstaking	5	2
gibbs	4	0
chronicling	6	1
paula	54	9
unimaginable	6	7
complemented	7	2
unsympathetic	13	41
censoring	1	1
meting	1	1
berardinelli	3	0
identity	172	83
diabetes	1	2
audit	4	1
pows	15	10
indonesia	3	5
neorealism	6	2
dissing	2	5
dusan	2	0
patterns	22	8
neorealist	4	1
oft	15	7
credibility	46	103
audio	56	57
tactfully	2	1
newest	16	5
akira	22	4
dissatisfying	0	1
souped	4	4
benkei	12	4
clocks	9	3
shiloh	0	3
web	69	44
mohican	1	0
fondles	1	1
wee	26	19
cinematography	575	400
wei	17	3
wen	4	3
toyed	2	2
undulating	1	0
wes	60	61
crack	40	65
contradictory	7	7
practise	4	1
villagers	20	14
tics	5	6
crud	2	16
crue	2	1
falters	9	8
crux	3	6
cruz	24	4
zimbabwe	2	2
megalomaniacal	1	5
hallucinates	2	3
spookily	3	0
tick	12	12
pier	6	9
pies	5	5
debatable	6	10
emma	151	49
schmitz	2	2
bulge	2	1
cretinous	1	3
dosn	0	1
minuses	3	2
flickering	7	10
hisself	1	0
become	915	628
emmy	29	11
kyun	0	1
underwent	2	3
basque	0	1
immortal	34	24
nutso	1	1
gymnastics	0	9
hauptmann	1	2
choosing	26	38
flush	0	9
longstreet	3	0
hissing	0	5
humming	14	9
recognition	65	24
contested	4	1
kiddy	4	1
passion	185	110
copulation	1	2
uhhhh	0	1
biology	6	4
pomeranian	3	0
hooligan	0	9
pressure	47	33
filmaking	2	2
torched	0	5
posterity	2	2
infiltrating	1	3
imaginary	29	20
coldly	8	3
homemaker	1	1
gypped	0	4
eytan	10	1
lifestyle	75	29
gwizdo	10	0
charachter	0	2
burroughs	9	9
outshines	3	5
blackness	3	3
unisols	0	11
documentary	564	379
swimming	59	38
artefact	1	1
letters	35	60
unfavourable	2	1
sharpness	2	1
storys	3	0
rochon	0	24
cultivated	9	2
unfavourably	1	0
privates	4	6
unwinds	2	0
suresh	0	1
splintered	1	1
pairing	21	20
ankush	10	0
peters	76	7
seann	3	11
terminates	0	4
heresy	0	3
yrs	12	7
bagged	1	3
mourned	4	2
yarns	1	2
moonstruck	32	4
tonino	1	1
scenography	2	0
aargh	0	3
swarmed	1	1
zaniness	1	1
fragmentation	0	1
tossed	12	48
wretchedly	0	6
places	234	173
bloodline	0	3
congresswoman	1	2
excitement	107	112
placed	97	91
garbo	81	22
tosses	11	10
problem	509	934
floridian	0	2
nurses	8	7
incensed	2	3
seediest	1	1
reciprocates	2	0
aristotle	0	1
plundered	1	1
nursed	4	2
effected	9	2
compared	270	264
nonetheless	99	59
deadly	99	102
lately	46	46
saviour	3	2
compares	18	12
details	240	165
behold	43	27
illusion	20	16
ponytail	2	1
rebelled	1	1
repeat	65	74
zhou	5	0
gloats	1	1
outlets	2	5
impregnating	1	0
tinier	0	1
nicest	2	4
laude	3	1
exposure	46	36
searches	16	13
boonies	0	1
sycophants	0	1
torrid	8	2
torrie	2	0
compete	31	31
lestat	0	3
villainous	24	22
searched	27	16
gardens	28	6
harrowingly	2	0
clamoring	1	2
ulster	0	1
madsen	8	45
yikes	8	17
coopers	1	0
nursery	6	8
entropy	1	2
tenuous	8	9
mandylor	0	4
integrity	60	22
tomorrows	1	0
stinks	16	77
porno	13	84
stinky	1	4
periodicals	1	0
invective	1	2
neighbours	18	12
manhandled	1	4
davi	0	1
sexualized	2	1
stinko	1	3
worth	1198	1046
porns	1	1
summarizes	5	1
amorous	7	3
tykwer	11	0
aurora	7	0
durango	1	1
replication	1	1
rosalba	7	4
summarized	9	10
succumbing	2	3
progression	21	21
investigator	25	25
parallelism	2	0
compassionately	3	1
roadblock	5	2
samurai	67	58
upholds	1	1
monologue	26	28
cmt	0	2
genies	5	2
sabbath	1	1
depraved	9	14
eurovision	1	8
panda	10	1
machines	70	43
stardom	36	23
fessenden	9	3
rockies	8	3
bipolar	6	3
antoinette	5	3
petra	1	6
personifies	7	0
viewings	63	20
menage	2	2
spunky	9	7
richest	10	2
metaphorically	4	5
protection	25	21
personified	13	4
dobie	2	1
metacritic	1	1
stresses	7	4
babcock	2	0
watermelons	0	5
fireballs	0	3
juarez	12	3
authoress	1	2
stressed	16	8
lonesome	6	2
postponed	1	1
smoochy	1	2
urbaniak	6	0
contrarily	1	0
darlings	4	5
inflicting	3	9
mitchel	2	0
bro	6	7
lavatory	0	3
archaeological	3	12
wuornos	2	0
compulsively	2	4
bra	9	17
sarah	104	88
plot	2424	4135
plow	1	0
patchwork	4	5
saran	0	1
bohnen	0	1
sweater	4	7
wooster	1	1
ploy	13	13
plod	3	5
comcast	0	1
administering	0	1
exacts	1	2
surya	2	0
separated	41	18
bombast	2	1
ascribe	0	2
mathew	0	4
sobering	5	2
separates	13	3
unraveled	4	4
ihave	0	1
adamant	2	6
blocking	8	11
pulitzer	6	11
tnt	4	7
rumanian	2	0
err	8	13
ers	3	7
teleprompter	1	4
overpowers	3	0
honeymooners	3	2
cuddly	9	7
divorces	3	2
tng	17	10
cuddle	5	1
tna	0	1
era	402	206
containment	1	2
elbow	4	3
erm	2	16
philistines	1	0
hinting	10	6
gloria	30	22
hygienist	2	1
washroom	1	2
hallie	7	2
pollute	1	5
quivering	8	2
flung	4	9
heartless	20	15
strangelove	15	10
indicates	10	19
befuddling	0	1
caterwauling	0	1
impassive	1	1
recovery	12	3
carriers	6	8
provide	158	146
rationed	1	0
nutt	0	1
nuts	38	48
recovers	5	11
moron	10	46
titillate	2	6
truthful	18	17
bebop	1	0
hone	2	2
merritt	0	1
bares	6	3
arcs	16	13
sordidness	1	0
ladder	56	17
daneliuc	0	6
memorial	9	10
customs	22	12
millimeter	5	1
bared	2	3
mabuse	4	3
dumbo	4	3
sasha	15	1
arch	16	22
misleads	2	0
complacent	4	3
elusive	17	9
padre	1	0
alienate	29	5
rerunning	1	1
schneider	18	37
appreciate	332	172
americanization	0	1
backwoods	19	17
jolting	7	1
vermeer	1	0
davies	103	25
moroder	7	0
superflous	1	1
walthall	5	4
cinecitta	1	0
gumption	3	0
undetected	2	8
miming	2	0
venessa	0	2
doofus	0	3
innovative	62	47
derided	3	1
enfants	7	1
orgazmo	1	1
austerity	2	1
christie	48	19
production	780	990
understated	75	14
valor	2	3
destry	4	0
damages	5	2
coffee	43	61
jerking	12	11
safe	118	107
extase	4	0
collide	11	6
laconically	0	1
expressionist	16	4
hispanics	2	3
roommate	38	38
squadrons	0	1
penetration	1	3
reaches	57	45
expressionism	14	2
davalos	2	1
lifelong	19	11
coffey	0	1
sodom	0	1
dunkirk	2	0
dingo	16	3
vinod	1	1
reasonably	43	76
routines	35	20
l	217	211
dingy	6	1
reasonable	39	78
flyers	1	0
cashmere	1	0
feeds	13	12
tusshar	0	4
calderon	5	0
dumping	3	10
masseuse	2	0
kirin	4	0
apotheosis	3	0
maniacs	5	11
slew	22	12
chrissie	2	1
inadvertently	26	20
raffles	1	4
shepis	2	1
trainers	2	1
sockets	2	6
daniel	183	54
owning	22	8
confections	4	0
judith	9	6
mullen	1	0
disputed	1	3
barrier	9	9
colorless	5	6
qualifications	4	5
dashing	36	20
amadeus	4	4
forcibly	7	4
enlightened	16	14
mullet	2	16
lollipop	1	1
certified	3	1
renee	19	10
dammit	3	4
photographers	11	8
refugee	15	11
flawless	114	9
renew	5	2
chortles	1	0
vanquish	1	1
footsteps	14	20
jonestown	23	1
panettiere	1	0
render	13	20
bolkan	8	2
synonymous	9	4
rendez	1	1
implicates	1	0
doling	1	1
another	2072	2248
stillbirth	0	1
implicated	6	3
yukio	1	0
antarctic	0	3
electronic	20	22
mojo	0	9
illustrate	18	19
timothy	75	42
dogg	3	5
seduction	22	18
elevator	36	28
inger	4	3
blurts	2	2
fumble	3	3
cassavetes	47	23
john	1349	855
dogs	101	97
paltry	4	12
scorpione	6	0
offhand	5	4
alonso	8	3
waster	0	12
wastes	13	39
zira	1	2
scorpions	1	1
enmeshed	4	3
cereal	1	7
wasted	77	475
anachronisms	5	6
guild	5	5
guile	2	4
preformed	2	1
verducci	3	1
guilt	104	38
historical	223	184
apparantly	1	2
loch	1	4
neenan	6	0
respecting	4	17
portraits	15	4
flavorful	2	1
enchanted	39	10
sportsmen	0	1
refreshingly	21	2
impelled	3	0
longstocking	0	1
contents	16	10
praising	10	13
whatsit	0	4
convenient	15	30
sarafina	9	1
chrystal	1	0
woodrow	2	0
subjects	63	43
thundering	3	1
pilgrimage	14	0
straightheads	0	11
gravy	3	5
acquire	9	20
germane	1	1
kalifornia	36	3
hammond	9	6
ramblings	7	10
immediacy	3	3
germany	154	72
culminates	13	8
scripts	55	89
assessed	0	1
grave	55	131
macfadyen	0	1
nostrils	1	2
bracken	0	1
swamp	21	12
bracket	4	2
aunt	127	45
lindon	2	0
reserve	11	8
overdoes	7	5
stephens	11	4
preproduction	0	2
lewis	185	89
joong	0	1
scatology	1	3
bellow	1	3
disturbs	3	7
isreali	1	0
kinkade	3	1
letterman	4	6
sleuths	4	0
geyser	0	3
panned	15	10
facades	2	3
gutsy	9	3
rockumentary	2	0
fillion	0	4
nullified	2	2
rectangle	1	0
beheads	1	2
tramell	10	3
chaney	9	19
jover	3	5
hangings	2	0
wisecracks	13	9
haunted	123	94
roundabout	2	4
downtime	2	0
ferryman	3	0
vividly	47	13
beleive	1	2
runs	262	248
reinvents	3	0
trios	1	1
runt	1	11
stalwarts	4	3
emo	0	6
emi	1	0
lexington	2	0
dupont	5	1
gears	5	7
rung	7	3
krupa	6	0
plainspoken	1	2
emy	14	0
scrubbed	1	4
secretary	94	44
optimus	0	6
reread	4	4
edited	105	155
dustbin	2	4
claymation	9	11
plumage	3	1
horrendous	26	105
discussions	21	13
swedes	2	2
optimum	2	0
henny	1	3
frontline	2	2
techniques	84	52
pastel	4	4
draws	90	28
shakti	19	4
pmrc	2	0
pasted	3	18
away	1294	1423
pfff	0	2
arcane	5	9
arcand	1	3
cooperation	9	7
drawn	245	183
drawl	2	11
encounters	76	64
shields	12	14
disavowed	2	1
handful	55	72
handshake	1	2
succumbs	4	9
florence	12	6
flashes	27	31
kitchen	55	62
climate	30	6
psychologists	2	3
hijinx	1	1
excrement	6	23
disarms	3	0
parisien	1	3
fags	4	0
disappears	33	37
tone	282	214
tong	1	5
thematics	4	0
toni	39	21
tonk	6	1
haltingly	1	1
mutations	0	1
tono	3	0
condescending	10	24
anticipatory	0	1
tons	66	68
infirm	1	0
tony	396	126
resignation	5	1
telecommunications	0	2
priscilla	4	5
gratitude	16	5
piovani	5	1
noes	0	1
disparity	6	1
willaim	4	0
sleepover	3	3
noel	7	17
conflation	1	0
ehrr	0	1
superpowers	6	19
attacked	62	96
stifle	0	2
brackett	3	0
excite	9	8
madhouse	2	4
psychically	1	4
ustinov	63	19
clairvoyant	6	2
armoury	3	0
giacomo	0	3
gracious	4	5
espoused	0	2
dandridge	0	1
thrash	0	8
klypa	1	0
tellers	3	2
characterizing	1	0
cylinder	1	2
blackly	3	0
sousa	4	2
beetles	8	2
thursdays	2	0
marksmanship	1	0
tissue	12	16
cone	3	3
cong	0	3
warthog	4	2
conn	4	3
canvases	5	1
bilious	0	5
imbued	7	4
adjectives	2	3
synch	2	3
imbues	5	2
miya	0	16
confection	4	3
disciplining	2	1
wheel	24	29
traffics	1	0
sporty	2	2
waxwork	2	3
rory	23	3
hana	3	1
quentin	27	31
hang	66	77
counterparts	28	12
hand	596	653
liberties	28	10
fuse	8	7
animations	25	12
hans	28	12
selfless	10	2
mil	3	7
vermont	1	14
whereby	10	2
humble	57	37
eardrums	0	1
mia	8	21
client	30	15
kosleck	0	8
vapidness	1	0
humbly	3	1
musical	623	362
pronouncements	2	0
trainer	18	5
mclean	3	1
traditions	33	11
edmonton	0	2
newton	14	7
thanks	294	171
sabbatical	1	0
precipice	1	0
extol	1	0
stepdaughter	0	1
toughness	17	0
jose	42	9
denton	2	2
tramples	0	1
dorff	0	21
cornell	5	4
similarities	66	32
josh	31	52
wright	31	20
shout	18	20
trampled	6	4
joss	21	0
cochran	2	0
righteous	19	18
rayner	2	0
siegfried	20	0
usable	1	1
rouve	1	0
insensitive	3	17
hoists	1	1
argonauts	1	1
tricking	4	6
lcd	2	1
designers	5	9
unmolested	1	0
aud	11	2
hairless	2	2
eroded	0	2
cooley	2	1
cooler	14	13
clegg	2	0
temporally	0	1
slavish	1	0
sorvino	5	33
sparse	12	21
night	1060	1071
swingin	1	2
revisiting	7	7
cooled	2	1
mazes	2	11
taffy	4	6
dimitri	12	5
tenko	3	0
flatter	1	9
closeups	13	18
boro	4	3
born	235	147
couture	3	0
stardust	45	4
flatten	0	3
kieslowski	2	0
borg	21	6
bore	49	126
contaminating	0	3
confusing	115	250
adorably	3	0
congratulate	9	11
janitorial	2	1
asking	84	143
loonatics	0	4
melange	5	5
adorable	75	25
strada	2	1
participation	20	13
matthau	148	8
peek	13	17
biopic	36	11
peel	5	4
sadie	4	8
elucidate	0	1
shogun	5	5
peed	1	6
primordial	3	2
architectural	3	3
substitution	1	3
peer	9	7
pees	1	2
peep	8	3
herpes	0	1
peet	8	16
deathless	0	4
mcgwire	0	1
luckett	3	0
hanoi	0	1
gentler	2	3
jacquet	3	2
mowgli	1	0
misdemeanors	0	1
chahta	0	1
jacques	45	10
trotti	4	1
guiness	25	3
warping	1	2
wasting	15	135
sparing	6	3
profession	37	28
beneficial	4	2
